,State,Agency Type,City,Population1,Crimes Against Persons,Crimes Against Property,Crimes Against Society,Crimes Against Persons,Kidnapping/ Abduction,Sex Offenses,"Sex Offenses, Nonforcible",Burglary/ Breaking & Entering,Destruction/ Damage/ Vandalism,Fraud Offenses,Credit Card/ Automated Teller Machine Fraud,Theft From Building,Motor Vehicle Theft,Robbery,Stolen Property Offenses ,Drug/ Narcotic Violations,Weapon Law Violations
144,ARKANSAS,Cities,Ward,4143.0,117,270.0,79.0,109,3.0,5.0,2.0,65.0,50.0,11.0,8.0,12.0,6.0,3.0,5.0,44.0,5.0
145,ARKANSAS,Cities,Warren,6013.0,54,237.0,13.0,51,2.0,2.0,2.0,114.0,31.0,13.0,4.0,6.0,4.0,9.0,5.0,7.0,6.0
146,ARKANSAS,Cities,West Fork,2385.0,37,94.0,21.0,32,2.0,5.0,2.0,29.0,10.0,4.0,4.0,10.0,1.0,3.0,4.0,8.0,4.0
147,ARKANSAS,Cities,West Memphis,26153.0,"1,496",4257.0,580.0,"1,413",20.0,57.0,2.0,1102.0,710.0,107.0,93.0,144.0,147.0,137.0,75.0,370.0,107.0
148,ARKANSAS,Cities,White Hall,5456.0,28,177.0,19.0,26,2.0,2.0,2.0,33.0,24.0,9.0,9.0,11.0,7.0,3.0,1.0,16.0,2.0
149,ARKANSAS,Universities and Colleges,"Arkansas State University, Jonesboro",13900.0,31,195.0,13.0,30,1.0,6.0,2.0,19.0,35.0,9.0,9.0,38.0,1.0,1.0,3.0,11.0,1.0
150,ARKANSAS,Universities and Colleges,Arkansas Tech University,10464.0,11,149.0,8.0,10,2.0,1.0,2.0,37.0,7.0,13.0,6.0,48.0,6.0,1.0,1.0,4.0,4.0
151,ARKANSAS,Universities and Colleges,Henderson State University,3774.0,20,87.0,3.0,18,2.0,2.0,2.0,13.0,16.0,13.0,6.0,16.0,1.0,3.0,3.0,3.0,4.0
152,ARKANSAS,Universities and Colleges,University of Arkansas:,5227.0,,137.0,32.0,,2.0,6.0,2.0,25.5,38.0,13.0,6.0,13.0,6.0,3.0,3.0,25.0,4.0
153,ARKANSAS,Universities and Colleges,Fayetteville,23199.0,61,304.0,160.0,54,3.0,4.0,2.0,43.0,70.0,4.0,4.0,52.0,12.0,3.0,3.0,84.0,5.0
154,ARKANSAS,Universities and Colleges,Little Rock,13068.0,48,226.0,136.0,48,2.0,6.0,2.0,39.0,24.0,4.0,4.0,66.0,3.0,4.0,12.0,95.0,15.0
155,ARKANSAS,Universities and Colleges,Medical Sciences,2819.0,22,202.0,8.0,22,2.0,6.0,2.0,3.0,22.0,13.0,6.0,80.0,4.0,1.0,3.0,4.0,4.0
156,ARKANSAS,Universities and Colleges,Monticello,3920.0,15,54.0,9.0,15,2.0,6.0,2.0,6.0,6.0,1.0,1.0,14.0,1.0,3.0,3.0,8.0,4.0
157,ARKANSAS,Universities and Colleges,University of Central Arkansas,11163.0,36,288.0,51.0,31,2.0,5.0,2.0,67.0,58.0,8.0,8.0,79.0,2.0,1.0,6.0,28.0,5.0
158,ARKANSAS,Metropolitan Counties,Benton,5227.0,385,1017.0,437.0,334,2.0,45.0,4.0,267.0,159.0,13.0,5.0,9.0,31.0,3.0,6.0,277.0,24.0
159,ARKANSAS,Metropolitan Counties,Cleveland,5227.0,22,150.0,10.0,21,2.0,1.0,2.0,48.0,12.0,13.0,6.0,7.0,8.0,3.0,3.0,4.0,3.0
160,ARKANSAS,Metropolitan Counties,Craighead,5227.0,110,441.0,67.0,101,1.0,8.0,2.0,136.0,55.0,13.0,6.0,57.0,6.0,3.0,16.0,44.0,6.0
161,ARKANSAS,Metropolitan Counties,Crawford,5227.0,284,522.0,30.0,266,1.0,17.0,2.0,122.0,89.0,36.0,32.0,49.0,23.0,3.0,3.0,24.0,3.0
162,ARKANSAS,Metropolitan Counties,Crittenden,5227.0,541,783.0,95.0,527,2.0,9.0,2.0,184.0,173.0,15.0,4.0,78.0,27.0,17.0,25.0,64.0,14.0
163,ARKANSAS,Metropolitan Counties,Grant,5227.0,114,334.0,35.0,112,2.0,2.0,2.0,82.0,61.0,4.0,3.0,28.0,18.0,2.0,7.0,16.0,8.0
164,ARKANSAS,Metropolitan Counties,Jefferson,5227.0,344,1009.0,103.0,322,2.0,22.0,2.0,222.0,163.0,21.0,6.0,42.0,59.0,4.0,260.0,49.0,32.0
165,ARKANSAS,Metropolitan Counties,Lincoln,5227.0,32,206.0,19.0,29,2.0,3.0,2.0,64.0,28.0,5.0,4.0,22.0,8.0,2.0,8.0,11.0,4.0
166,ARKANSAS,Metropolitan Counties,Madison,5227.0,114,234.0,118.0,104,2.0,10.0,2.0,47.0,47.0,3.0,1.0,27.0,8.0,3.0,13.0,49.0,17.0
167,ARKANSAS,Metropolitan Counties,Miller,5227.0,108,271.0,37.0,97,2.0,9.0,2.0,51.0,23.0,8.0,2.0,44.0,27.0,3.0,3.0,30.0,2.0
168,ARKANSAS,Metropolitan Counties,Poinsett,5227.0,155,74.0,29.0,141,1.0,13.0,2.0,9.0,56.0,1.0,1.0,13.0,3.0,3.0,3.0,27.0,2.0
169,ARKANSAS,Metropolitan Counties,Pulaski,5227.0,"1,448",3007.0,596.0,"1,408",12.0,11.0,12.0,802.0,559.0,103.0,82.0,3.0,195.0,21.0,111.0,302.0,76.0
170,ARKANSAS,Metropolitan Counties,Sebastian,5227.0,183,648.0,232.0,166,3.0,13.0,2.0,149.0,136.0,51.0,23.0,47.0,15.0,2.0,25.0,129.0,14.0
171,ARKANSAS,Metropolitan Counties,Washington,5227.0,781,1032.0,372.0,724,5.0,42.0,6.0,221.0,223.0,69.0,19.0,7.0,42.0,3.0,7.0,172.0,18.0
172,ARKANSAS,Nonmetropolitan Counties,Arkansas,5227.0,35,137.0,6.0,34,2.0,1.0,2.0,19.0,28.0,13.0,6.0,13.0,8.0,3.0,5.0,3.0,2.0
173,ARKANSAS,Nonmetropolitan Counties,Ashley,5227.0,64,245.0,30.0,59,2.0,2.0,2.0,67.0,31.0,5.0,2.0,2.0,11.0,1.0,3.0,24.0,4.0
174,ARKANSAS,Nonmetropolitan Counties,Baxter,5227.0,241,875.0,41.0,226,2.0,11.0,1.0,162.0,152.0,38.0,9.0,13.0,31.0,3.0,1.0,26.0,4.0
175,ARKANSAS,Nonmetropolitan Counties,Boone,5227.0,371,663.0,120.0,331,2.0,35.0,3.0,135.0,128.0,36.0,22.0,44.0,24.0,2.0,2.0,60.0,14.0
176,ARKANSAS,Nonmetropolitan Counties,Carroll,5227.0,98,298.0,43.0,91,2.0,4.0,2.0,49.0,27.0,14.0,7.0,63.0,32.0,3.0,3.0,27.0,4.0
177,ARKANSAS,Nonmetropolitan Counties,Chicot,5227.0,22,121.0,1.0,22,2.0,6.0,2.0,24.0,21.0,3.0,1.0,13.0,6.0,3.0,3.0,1.0,4.0
178,ARKANSAS,Nonmetropolitan Counties,Clark,5227.0,81,212.0,11.0,77,1.0,3.0,2.0,42.0,33.0,6.0,2.0,14.0,6.0,3.0,3.0,10.0,1.0
179,ARKANSAS,Nonmetropolitan Counties,Clay,5227.0,24,113.0,64.0,20,1.0,3.0,2.0,30.0,12.0,3.0,2.0,26.0,1.0,3.0,4.0,34.0,8.0
180,ARKANSAS,Nonmetropolitan Counties,Cleburne,5227.0,250,983.0,30.0,240,2.0,7.0,2.0,195.0,241.0,15.0,12.0,123.0,42.0,3.0,10.0,13.0,3.0
181,ARKANSAS,Nonmetropolitan Counties,Columbia,5227.0,39,131.0,6.0,39,2.0,6.0,2.0,34.0,25.0,4.0,1.0,3.0,9.0,3.0,3.0,3.0,1.0
182,ARKANSAS,Nonmetropolitan Counties,Conway,5227.0,249,448.0,97.0,230,5.0,13.0,2.0,72.0,65.0,21.0,11.0,87.0,29.0,3.0,12.0,59.0,14.0
183,ARKANSAS,Nonmetropolitan Counties,Cross,5227.0,63,109.0,50.0,58,1.0,4.0,2.0,20.0,50.0,1.0,6.0,1.0,2.0,3.0,3.0,42.0,2.0
184,ARKANSAS,Nonmetropolitan Counties,Dallas,5227.0,3,39.0,6.0,2,2.0,1.0,2.0,8.0,4.0,4.0,6.0,13.0,6.0,3.0,3.0,3.0,3.0
185,ARKANSAS,Nonmetropolitan Counties,Drew,5227.0,84,196.0,27.0,73,2.0,8.0,2.0,34.0,31.0,4.0,3.0,29.0,15.0,1.0,6.0,16.0,5.0
186,ARKANSAS,Nonmetropolitan Counties,Franklin,5227.0,220,341.0,36.0,161,54.0,3.0,2.0,44.0,59.0,32.0,21.0,5.0,17.0,3.0,10.0,16.0,8.0
187,ARKANSAS,Nonmetropolitan Counties,Fulton,5227.0,89,183.0,36.0,85,2.0,2.0,2.0,7.0,38.0,2.0,6.0,44.0,10.0,1.0,4.0,24.0,3.0
188,ARKANSAS,Nonmetropolitan Counties,Greene,5227.0,106,389.0,60.0,101,2.0,5.0,2.0,85.0,59.0,14.0,6.0,37.0,6.0,1.0,16.0,46.0,11.0
189,ARKANSAS,Nonmetropolitan Counties,Hempstead,5227.0,308,447.0,17.0,299,1.0,7.0,2.0,101.0,108.0,20.0,9.0,13.0,22.0,3.0,3.0,13.0,3.0
190,ARKANSAS,Nonmetropolitan Counties,Howard,5227.0,53,134.0,78.0,47,2.0,4.0,2.0,28.0,26.0,5.0,2.0,13.0,6.0,3.0,1.0,54.0,10.0
191,ARKANSAS,Nonmetropolitan Counties,Independence,5227.0,756,2727.0,214.0,712,8.0,35.0,2.0,598.0,360.0,129.0,108.0,120.0,123.0,16.0,21.0,114.0,31.0
192,ARKANSAS,Nonmetropolitan Counties,Izard,5227.0,96,518.0,28.0,82,2.0,14.0,2.0,132.0,68.0,5.0,2.0,55.0,12.0,1.0,12.0,19.0,2.0
193,ARKANSAS,Nonmetropolitan Counties,Jackson,5227.0,158,336.0,36.0,150,2.0,5.0,2.0,55.0,74.0,5.0,1.0,23.0,26.0,1.0,11.0,20.0,6.0
194,ARKANSAS,Nonmetropolitan Counties,Johnson,5227.0,135,393.0,52.0,124,2.0,7.0,2.0,138.0,94.0,61.0,59.0,5.0,8.0,1.0,3.0,29.0,12.0
195,ARKANSAS,Nonmetropolitan Counties,Logan,5227.0,123,370.0,32.0,106,2.0,11.0,4.0,91.0,55.0,25.0,9.0,151.0,22.0,3.0,3.0,16.0,5.0
196,ARKANSAS,Nonmetropolitan Counties,Marion,5227.0,126,348.0,86.0,119,1.0,6.0,2.0,91.0,54.0,9.0,5.0,80.0,6.0,3.0,8.0,62.0,8.0
197,ARKANSAS,Nonmetropolitan Counties,Mississippi,5227.0,228,572.0,66.0,220,2.0,7.0,1.0,96.0,88.0,21.0,10.0,27.0,45.0,2.0,3.0,42.0,13.0
198,ARKANSAS,Nonmetropolitan Counties,Monroe,5227.0,2,63.0,0.0,1,2.0,1.0,2.0,5.0,9.0,13.0,6.0,13.0,6.0,3.0,3.0,25.0,4.0
199,ARKANSAS,Nonmetropolitan Counties,Nevada,5227.0,14,61.0,4.0,13,1.0,6.0,2.0,19.0,2.0,2.0,6.0,7.0,3.0,3.0,3.0,4.0,4.0
200,ARKANSAS,Nonmetropolitan Counties,Ouachita,5227.0,36,106.0,2.0,32,2.0,1.0,2.0,49.0,6.0,3.0,2.0,13.0,6.0,1.0,3.0,25.0,2.0
201,ARKANSAS,Nonmetropolitan Counties,Pike,5227.0,39,52.0,36.0,36,2.0,2.0,2.0,13.0,7.0,4.0,3.0,9.0,5.0,1.0,4.0,19.0,7.0
202,ARKANSAS,Nonmetropolitan Counties,Polk,5227.0,173,366.0,60.0,162,6.0,4.0,2.0,87.0,76.0,10.0,5.0,47.0,5.0,1.0,9.0,26.0,17.0
203,ARKANSAS,Nonmetropolitan Counties,Pope,5227.0,238,640.0,12.0,222,2.0,13.0,2.0,151.0,106.0,41.0,15.0,95.0,36.0,3.0,3.0,6.0,4.0
204,ARKANSAS,Nonmetropolitan Counties,Prairie,5227.0,0,137.0,0.0,,2.0,6.0,2.0,9.0,11.0,13.0,6.0,13.0,6.0,3.0,3.0,25.0,4.0
205,ARKANSAS,Nonmetropolitan Counties,Randolph,5227.0,29,61.0,8.0,29,2.0,6.0,2.0,37.0,7.0,1.0,1.0,2.0,6.0,3.0,3.0,4.0,4.0
206,ARKANSAS,Nonmetropolitan Counties,Searcy,5227.0,52,60.0,27.0,51,2.0,1.0,2.0,18.0,10.0,13.0,6.0,9.0,3.0,3.0,1.0,14.0,4.0
207,ARKANSAS,Nonmetropolitan Counties,Sevier,5227.0,69,283.0,28.0,66,2.0,3.0,2.0,67.0,46.0,14.0,5.0,23.0,14.0,3.0,1.0,15.0,4.0
208,ARKANSAS,Nonmetropolitan Counties,St. Francis,5227.0,163,442.0,18.0,161,2.0,1.0,2.0,96.0,49.0,9.0,2.0,13.0,2.0,7.0,4.0,13.0,2.0
209,ARKANSAS,Nonmetropolitan Counties,Stone,5227.0,89,150.0,25.0,78,3.0,8.0,2.0,34.0,27.0,6.0,3.0,8.0,8.0,3.0,3.0,15.0,4.0
210,ARKANSAS,Nonmetropolitan Counties,Union,5227.0,172,511.0,7.0,164,1.0,7.0,2.0,91.0,65.0,20.0,9.0,22.0,26.0,7.0,3.0,3.0,3.0
211,ARKANSAS,Nonmetropolitan Counties,Van Buren,5227.0,135,310.0,16.0,125,2.0,7.0,2.0,30.0,40.0,26.0,11.0,7.0,20.0,3.0,3.0,8.0,5.0
212,ARKANSAS,Nonmetropolitan Counties,White,5227.0,620,1725.0,67.0,608,1.0,10.0,2.0,452.0,390.0,29.0,16.0,84.0,141.0,3.0,33.0,33.0,12.0
213,ARKANSAS,Nonmetropolitan Counties,Yell,5227.0,110,355.0,35.0,104,1.0,4.0,2.0,74.0,54.0,21.0,1.0,26.0,21.0,3.0,12.0,20.0,7.0
214,ARKANSAS,Other Agencies,Camp Robinson,5227.0,6,17.0,1.0,4,2.0,2.0,2.0,1.0,2.0,13.0,6.0,7.0,6.0,3.0,3.0,25.0,4.0
215,COLORADO,Cities,Arvada,109029.0,621,4122.0,782.0,498,19.0,97.0,7.0,381.0,893.0,423.0,9.0,199.0,198.0,30.0,49.0,430.0,38.0
216,COLORADO,Cities,Aspen,6734.0,66,581.0,56.0,62,2.0,4.0,2.0,24.0,88.0,171.0,142.0,46.0,5.0,3.0,3.0,37.0,3.0
217,COLORADO,Cities,Ault,1577.0,12,2.0,9.0,11,2.0,1.0,2.0,25.5,38.0,13.0,6.0,13.0,1.0,3.0,3.0,6.0,4.0
218,COLORADO,Cities,Aurora,336952.0,"5,143",15905.0,3165.0,"4,413",133.0,533.0,34.0,1782.0,3172.0,1495.0,482.0,1544.0,915.0,486.0,97.0,1526.0,542.0
219,COLORADO,Cities,Avon,6453.0,50,184.0,138.0,38,1.0,10.0,2.0,9.0,51.0,28.0,8.0,15.0,1.0,3.0,1.0,89.0,4.0
220,COLORADO,Cities,Basalt,3889.0,27,76.0,4.0,24,2.0,2.0,1.0,4.0,23.0,4.0,2.0,16.0,6.0,4.0,3.0,2.0,4.0
221,COLORADO,Cities,Berthoud,5278.0,26,138.0,41.0,22,2.0,1.0,3.0,10.0,63.0,7.0,6.0,1.0,2.0,3.0,1.0,18.0,8.0
222,COLORADO,Cities,Black Hawk,120.0,18,234.0,131.0,17,2.0,1.0,2.0,6.0,29.0,3.0,6.0,138.0,5.0,3.0,3.0,74.0,4.0
223,COLORADO,Cities,Blue River,860.0,5,7.0,0.0,4,1.0,6.0,2.0,25.5,1.0,1.0,1.0,13.0,6.0,3.0,3.0,25.0,4.0
224,COLORADO,Cities,Boulder,100257.0,901,4206.0,528.0,824,4.0,69.0,4.0,478.0,792.0,274.0,10.0,5.0,116.0,48.0,43.0,291.0,46.0
225,COLORADO,Cities,Bow Mar,894.0,2,20.0,0.0,,2.0,6.0,2.0,25.5,2.0,10.0,6.0,1.0,6.0,1.0,3.0,25.0,4.0
226,COLORADO,Cities,Broomfield,58145.0,207,1722.0,549.0,180,6.0,18.0,2.0,90.0,376.0,63.0,9.0,94.0,48.0,6.0,8.0,280.0,22.0
227,COLORADO,Cities,Brush,5365.0,10,66.0,13.0,8,2.0,2.0,2.0,11.0,3.0,11.0,6.0,14.0,2.0,1.0,3.0,10.0,1.0
228,COLORADO,Cities,Buena Vista,2674.0,1,3.0,4.0,1,2.0,6.0,2.0,25.5,2.0,13.0,6.0,13.0,6.0,3.0,3.0,1.0,1.0
229,COLORADO,Cities,Burlington,4130.0,53,140.0,24.0,49,2.0,4.0,2.0,10.0,52.0,12.0,2.0,6.0,4.0,3.0,3.0,14.0,1.0
230,COLORADO,Cities,Campo,111.0,0,0.0,22.0,,2.0,6.0,2.0,25.5,38.0,13.0,6.0,13.0,6.0,3.0,3.0,13.0,4.0
231,COLORADO,Cities,Canon City,16727.0,396,914.0,189.0,322,6.0,66.0,2.0,74.0,244.0,70.0,26.0,15.0,18.0,4.0,3.0,99.0,16.0
232,COLORADO,Cities,Carbondale,6501.0,49,209.0,5.0,44,2.0,4.0,1.0,21.0,49.0,6.0,1.0,5.0,9.0,1.0,3.0,2.0,1.0
233,COLORADO,Cities,Castle Rock,50038.0,301,1249.0,253.0,247,17.0,32.0,4.0,102.0,286.0,165.0,22.0,153.0,31.0,7.0,1.0,106.0,19.0
234,COLORADO,Cities,Cedaredge,2247.0,4,80.0,0.0,4,2.0,6.0,2.0,15.0,22.0,1.0,1.0,1.0,2.0,3.0,3.0,25.0,4.0
235,COLORADO,Cities,Centennial,104022.0,391,2702.0,319.0,299,27.0,64.0,2.0,283.0,746.0,368.0,76.0,140.0,82.0,33.0,11.0,150.0,28.0
236,COLORADO,Cities,Center,2311.0,47,95.0,10.0,42,5.0,6.0,2.0,16.0,32.0,7.0,6.0,4.0,2.0,3.0,2.0,6.0,4.0
237,COLORADO,Cities,Cherry Hills Village,6206.0,8,150.0,8.0,6,1.0,1.0,2.0,25.0,34.0,19.0,5.0,12.0,4.0,3.0,3.0,4.0,4.0
238,COLORADO,Cities,Colorado Springs,432287.0,"3,984",29206.0,2214.0,"3,065",202.0,667.0,28.0,3553.0,6944.0,2561.0,312.0,1580.0,1813.0,526.0,245.0,1015.0,507.0
239,COLORADO,Cities,Columbine Valley,1302.0,0,9.0,3.0,,2.0,6.0,2.0,2.0,38.0,3.0,6.0,13.0,6.0,3.0,1.0,1.0,1.0
240,COLORADO,Cities,Commerce City,47590.0,473,2468.0,519.0,384,20.0,54.0,8.0,281.0,728.0,183.0,56.0,75.0,121.0,18.0,49.0,284.0,49.0
241,COLORADO,Cities,Cortez,8568.0,116,443.0,19.0,111,2.0,5.0,2.0,18.0,143.0,13.0,6.0,86.0,14.0,3.0,3.0,12.0,4.0
242,COLORADO,Cities,Craig,9357.0,131,447.0,187.0,100,12.0,18.0,2.0,37.0,146.0,19.0,5.0,86.0,9.0,3.0,3.0,93.0,12.0
243,COLORADO,Cities,Crested Butte,1517.0,20,43.0,6.0,20,2.0,6.0,2.0,9.0,9.0,3.0,6.0,6.0,6.0,1.0,3.0,4.0,4.0
244,COLORADO,Cities,Cripple Creek,1206.0,44,107.0,43.0,40,1.0,3.0,2.0,7.0,25.0,2.0,1.0,15.0,2.0,3.0,3.0,19.0,7.0
245,COLORADO,Cities,Dacono,4308.0,34,5.0,6.0,32,2.0,2.0,2.0,2.0,38.0,1.0,6.0,1.0,6.0,3.0,3.0,6.0,4.0
246,COLORADO,Cities,De Beque,512.0,0,6.0,0.0,,2.0,6.0,2.0,1.0,38.0,13.0,6.0,13.0,6.0,3.0,3.0,25.0,4.0
247,COLORADO,Cities,Del Norte,1706.0,17,29.0,13.0,17,2.0,6.0,2.0,8.0,5.0,3.0,2.0,3.0,6.0,3.0,3.0,11.0,1.0
248,COLORADO,Cities,Delta,8890.0,140,543.0,40.0,128,2.0,9.0,1.0,52.0,161.0,24.0,4.0,10.0,9.0,5.0,3.0,21.0,8.0
249,COLORADO,Cities,Denver,628545.0,"6,882",32095.0,2066.0,"5,699",173.0,938.0,31.0,5078.0,6039.0,1087.0,66.0,1255.0,3660.0,1176.0,97.0,1585.0,386.0
250,COLORADO,Cities,Dillon,927.0,6,64.0,26.0,6,2.0,6.0,2.0,8.0,17.0,7.0,6.0,2.0,6.0,3.0,3.0,12.0,1.0
251,COLORADO,Cities,Durango,17305.0,189,688.0,104.0,178,3.0,7.0,2.0,47.0,183.0,56.0,17.0,13.0,13.0,6.0,2.0,57.0,12.0
252,COLORADO,Cities,Eagle,6555.0,21,143.0,31.0,16,2.0,3.0,2.0,9.0,51.0,9.0,5.0,1.0,1.0,3.0,1.0,15.0,5.0
253,COLORADO,Cities,Eaton,4529.0,7,3.0,9.0,6,2.0,1.0,2.0,25.5,38.0,1.0,1.0,13.0,6.0,3.0,3.0,4.0,2.0
254,COLORADO,Cities,Elizabeth,1381.0,12,42.0,18.0,10,1.0,1.0,2.0,3.0,11.0,1.0,6.0,8.0,6.0,1.0,3.0,9.0,4.0
255,COLORADO,Cities,Empire,284.0,4,7.0,6.0,3,2.0,1.0,2.0,25.5,38.0,5.0,1.0,13.0,1.0,3.0,3.0,5.0,4.0
256,COLORADO,Cities,Englewood,31358.0,364,2649.0,702.0,328,9.0,25.0,2.0,223.0,511.0,152.0,41.0,100.0,180.0,27.0,8.0,314.0,45.0
257,COLORADO,Cities,Erie,18761.0,50,206.0,49.0,48,2.0,1.0,1.0,24.0,65.0,23.0,13.0,28.0,2.0,1.0,1.0,27.0,1.0
258,COLORADO,Cities,Estes Park,6059.0,48,162.0,38.0,37,3.0,6.0,1.0,17.0,38.0,17.0,4.0,26.0,6.0,3.0,1.0,19.0,3.0
259,COLORADO,Cities,Evans,19236.0,220,828.0,172.0,176,17.0,26.0,1.0,57.0,304.0,69.0,34.0,2.0,29.0,10.0,3.0,93.0,15.0
260,COLORADO,Cities,Federal Heights,11886.0,210,1037.0,194.0,159,16.0,34.0,2.0,86.0,245.0,71.0,9.0,11.0,75.0,11.0,9.0,89.0,11.0
261,COLORADO,Cities,Firestone,10529.0,31,168.0,17.0,27,2.0,4.0,2.0,12.0,47.0,17.0,9.0,10.0,11.0,3.0,3.0,12.0,4.0
262,COLORADO,Cities,Florence,3960.0,47,110.0,20.0,41,2.0,3.0,1.0,9.0,26.0,7.0,3.0,9.0,2.0,3.0,1.0,10.0,2.0
263,COLORADO,Cities,Fort Collins,148792.0,"1,547",6683.0,825.0,"1,410",35.0,99.0,1.0,602.0,1572.0,691.0,133.0,456.0,145.0,40.0,19.0,555.0,84.0
264,COLORADO,Cities,Fort Lupton,7655.0,36,90.0,74.0,36,2.0,6.0,2.0,5.0,26.0,3.0,2.0,19.0,8.0,1.0,3.0,39.0,4.0
265,COLORADO,Cities,Fort Morgan,11586.0,134,562.0,130.0,103,4.0,27.0,2.0,56.0,164.0,40.0,10.0,90.0,8.0,2.0,2.0,77.0,8.0
266,COLORADO,Cities,Fountain,26841.0,219,1107.0,284.0,171,10.0,37.0,1.0,122.0,259.0,78.0,24.0,130.0,38.0,12.0,3.0,137.0,33.0
267,COLORADO,Cities,Fowler,1201.0,11,13.0,5.0,11,2.0,6.0,2.0,1.0,4.0,13.0,6.0,2.0,6.0,1.0,3.0,4.0,1.0
268,COLORADO,Cities,Frederick,9007.0,40,158.0,36.0,35,2.0,5.0,2.0,18.0,20.0,19.0,3.0,19.0,2.0,1.0,3.0,16.0,1.0
269,COLORADO,Cities,Frisco,2717.0,23,62.0,34.0,17,3.0,3.0,2.0,6.0,13.0,6.0,3.0,3.0,1.0,3.0,3.0,17.0,1.0
270,COLORADO,Cities,Fruita,12852.0,102,445.0,65.0,89,5.0,8.0,2.0,38.0,106.0,50.0,18.0,48.0,13.0,2.0,5.0,39.0,4.0
271,COLORADO,Cities,Georgetown,1039.0,7,10.0,0.0,7,2.0,6.0,2.0,3.0,5.0,13.0,6.0,1.0,1.0,3.0,3.0,25.0,4.0
272,COLORADO,Cities,Glenwood Springs,9727.0,196,905.0,239.0,160,11.0,25.0,2.0,71.0,207.0,64.0,24.0,153.0,29.0,3.0,20.0,126.0,10.0
273,COLORADO,Cities,Golden,19298.0,83,730.0,145.0,76,2.0,5.0,2.0,57.0,133.0,83.0,20.0,68.0,19.0,4.0,1.0,73.0,7.0
274,COLORADO,Cities,Granby,1852.0,24,75.0,32.0,19,2.0,3.0,2.0,6.0,16.0,7.0,6.0,10.0,6.0,1.0,3.0,15.0,3.0
275,COLORADO,Cities,Grand Junction,59516.0,821,4354.0,1121.0,682,20.0,109.0,6.0,311.0,1115.0,299.0,57.0,337.0,133.0,29.0,21.0,578.0,76.0
276,COLORADO,Cities,Greeley,96276.0,"1,482",5327.0,972.0,"1,298",19.0,157.0,6.0,552.0,1219.0,576.0,135.0,435.0,143.0,64.0,16.0,515.0,64.0
277,COLORADO,Cities,Green Mountain Falls,664.0,2,2.0,0.0,1,2.0,1.0,2.0,25.5,1.0,13.0,6.0,13.0,6.0,3.0,3.0,25.0,4.0
278,COLORADO,Cities,Greenwood Village,14434.0,109,756.0,349.0,93,4.0,10.0,1.0,92.0,47.0,110.0,27.0,143.0,24.0,4.0,4.0,181.0,10.0
279,COLORADO,Cities,Gunnison,5967.0,103,369.0,69.0,91,2.0,11.0,1.0,16.0,111.0,12.0,6.0,53.0,4.0,1.0,3.0,41.0,4.0
280,COLORADO,Cities,Holyoke,2322.0,11,31.0,4.0,11,2.0,6.0,2.0,3.0,19.0,13.0,6.0,5.0,1.0,3.0,3.0,2.0,4.0
281,COLORADO,Cities,Idaho Springs,1726.0,74,136.0,25.0,71,2.0,3.0,2.0,10.0,37.0,23.0,2.0,15.0,4.0,1.0,3.0,15.0,4.0
282,COLORADO,Cities,Ignacio,721.0,0,0.0,0.0,,2.0,6.0,2.0,25.5,38.0,13.0,6.0,13.0,6.0,3.0,3.0,25.0,4.0
283,COLORADO,Cities,Johnstown,10259.0,46,179.0,20.0,42,1.0,3.0,2.0,9.0,50.0,35.0,20.0,14.0,6.0,3.0,3.0,13.0,3.0
284,COLORADO,Cities,Kersey,1509.0,19,35.0,1.0,17,2.0,2.0,2.0,3.0,9.0,4.0,2.0,4.0,4.0,3.0,3.0,1.0,4.0
285,COLORADO,Cities,Kiowa,736.0,5,14.0,0.0,4,2.0,1.0,2.0,3.0,3.0,13.0,6.0,2.0,6.0,3.0,3.0,25.0,4.0
286,COLORADO,Cities,Lafayette,25209.0,318,838.0,319.0,269,6.0,39.0,4.0,71.0,244.0,137.0,39.0,99.0,15.0,11.0,8.0,151.0,15.0
287,COLORADO,Cities,La Junta,7187.0,62,297.0,25.0,49,1.0,9.0,3.0,49.0,66.0,18.0,7.0,16.0,7.0,2.0,1.0,19.0,4.0
288,COLORADO,Cities,Lakeside,8.0,4,31.0,18.0,3,1.0,6.0,2.0,4.0,6.0,2.0,6.0,4.0,6.0,3.0,3.0,15.0,1.0
289,COLORADO,Cities,Lakewood,146404.0,"2,427",9831.0,1343.0,"2,111",69.0,231.0,14.0,918.0,1732.0,729.0,113.0,93.0,603.0,148.0,146.0,545.0,140.0
290,COLORADO,Cities,Lamar,8035.0,62,507.0,137.0,56,1.0,3.0,2.0,54.0,195.0,14.0,4.0,51.0,10.0,2.0,3.0,72.0,2.0
291,COLORADO,Cities,La Salle,2030.0,13,47.0,13.0,13,2.0,6.0,2.0,5.0,7.0,1.0,6.0,4.0,1.0,3.0,3.0,9.0,1.0
292,COLORADO,Cities,Leadville,2680.0,35,75.0,32.0,32,1.0,2.0,2.0,4.0,30.0,4.0,2.0,8.0,1.0,1.0,1.0,14.0,3.0
293,COLORADO,Cities,Limon,1900.0,14,25.0,0.0,13,2.0,1.0,2.0,25.5,7.0,1.0,6.0,1.0,2.0,3.0,3.0,25.0,4.0
